,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
105688,162408,Google Phone,1,600,3/24/2019 23:45,"392 Ridge St, Los Angeles, CA 90001"
105689,162408,Wired Headphones,1,11.99,3/24/2019 23:45,"392 Ridge St, Los Angeles, CA 90001"
105690,162409,Apple Airpods Headphones,1,150,3/17/2019 19:20,"811 14th St, San Francisco, CA 94016"
105691,162409,Wired Headphones,1,11.99,3/17/2019 19:20,"811 14th St, San Francisco, CA 94016"
105692,162410,Apple Airpods Headphones,1,150,3/5/2019 12:18,"777 South St, Atlanta, GA 30301"
105693,162411,AAA Batteries (4-pack),1,2.99,3/20/2019 9:46,"704 7th St, San Francisco, CA 94016"
105694,162412,Apple Airpods Headphones,1,150,3/22/2019 19:20,"564 2nd St, New York City, NY 10001"
105695,162413,34in Ultrawide Monitor,1,379.99,3/18/2019 12:52,"210 Main St, Los Angeles, CA 90001"
105696,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
105697,162414,iPhone,1,700,3/17/2019 10:48,"262 9th St, Boston, MA 02215"
105698,162415,Wired Headphones,1,11.99,3/20/2019 19:40,"416 1st St, Austin, TX 73301"
105699,162416,Wired Headphones,1,11.99,3/30/2019 8:19,"542 Dogwood St, New York City, NY 10001"
105700,162417,USB-C Charging Cable,1,11.95,3/1/2019 18:46,"113 Wilson St, Los Angeles, CA 90001"
105701,162418,Wired Headphones,1,11.99,3/4/2019 11:57,"911 West St, Los Angeles, CA 90001"
105702,162419,USB-C Charging Cable,2,11.95,3/21/2019 18:20,"715 Jackson St, Los Angeles, CA 90001"
105703,162420,Lightning Charging Cable,1,14.95,3/19/2019 22:47,"396 South St, Dallas, TX 75001"
105704,162421,AA Batteries (4-pack),2,3.84,3/31/2019 14:12,"802 Lincoln St, New York City, NY 10001"
105705,162422,Lightning Charging Cable,1,14.95,3/26/2019 0:10,"477 12th St, New York City, NY 10001"
105706,162423,Macbook Pro Laptop,1,1700,3/3/2019 15:13,"552 Adams St, Portland, OR 97035"
105707,162424,AA Batteries (4-pack),1,3.84,3/4/2019 19:35,"747 Chestnut St, Austin, TX 73301"
105708,162425,AAA Batteries (4-pack),2,2.99,3/27/2019 11:41,"930 9th St, Los Angeles, CA 90001"
105709,162426,USB-C Charging Cable,1,11.95,3/17/2019 19:54,"569 Hickory St, San Francisco, CA 94016"
105710,162427,27in FHD Monitor,1,149.99,3/27/2019 20:52,"7 2nd St, San Francisco, CA 94016"
105711,162428,Wired Headphones,1,11.99,3/15/2019 17:39,"170 Madison St, Seattle, WA 98101"
105712,162429,USB-C Charging Cable,1,11.95,3/29/2019 22:54,"356 7th St, Portland, OR 97035"
105713,162430,Apple Airpods Headphones,1,150,3/25/2019 22:01,"730 2nd St, San Francisco, CA 94016"
105714,162431,Apple Airpods Headphones,1,150,3/16/2019 15:18,"454 5th St, Portland, OR 97035"
105715,162432,AAA Batteries (4-pack),1,2.99,3/6/2019 12:16,"648 13th St, Atlanta, GA 30301"
105716,162433,iPhone,1,700,3/29/2019 19:14,"857 11th St, Los Angeles, CA 90001"
105717,162434,AA Batteries (4-pack),1,3.84,3/15/2019 10:46,"554 Jefferson St, Boston, MA 02215"
105718,162435,USB-C Charging Cable,1,11.95,3/14/2019 20:16,"445 Ridge St, Boston, MA 02215"
105719,162436,Apple Airpods Headphones,1,150,3/31/2019 10:49,"406 Johnson St, Austin, TX 73301"
105720,162437,Lightning Charging Cable,1,14.95,3/13/2019 14:14,"916 13th St, Los Angeles, CA 90001"
105721,162438,Lightning Charging Cable,1,14.95,3/11/2019 22:03,"187 South St, San Francisco, CA 94016"
105722,162439,USB-C Charging Cable,1,11.95,3/13/2019 18:47,"96 Main St, San Francisco, CA 94016"
105723,162440,Wired Headphones,1,11.99,3/4/2019 23:49,"347 Cedar St, Los Angeles, CA 90001"
105724,162441,AAA Batteries (4-pack),2,2.99,3/27/2019 10:36,"939 Pine St, Los Angeles, CA 90001"
105725,162442,Macbook Pro Laptop,1,1700,3/6/2019 19:19,"512 Willow St, Los Angeles, CA 90001"
105726,162443,Lightning Charging Cable,1,14.95,3/24/2019 7:33,"600 North St, Seattle, WA 98101"
105727,162444,AA Batteries (4-pack),1,3.84,3/10/2019 22:45,"174 Adams St, San Francisco, CA 94016"
105728,162445,Apple Airpods Headphones,1,150,3/24/2019 15:42,"358 West St, New York City, NY 10001"
105729,162446,27in FHD Monitor,1,149.99,3/28/2019 10:27,"384 South St, New York City, NY 10001"
105730,162447,34in Ultrawide Monitor,1,379.99,3/17/2019 16:37,"133 South St, Los Angeles, CA 90001"
105731,162448,Bose SoundSport Headphones,1,99.99,3/4/2019 13:04,"777 Main St, Dallas, TX 75001"
105732,162449,AA Batteries (4-pack),1,3.84,3/11/2019 19:54,"995 1st St, San Francisco, CA 94016"
105733,162450,USB-C Charging Cable,1,11.95,3/12/2019 10:53,"269 1st St, Dallas, TX 75001"
105734,162451,AA Batteries (4-pack),3,3.84,3/22/2019 8:59,"25 Adams St, Seattle, WA 98101"
105735,162452,27in FHD Monitor,1,149.99,3/2/2019 7:28,"632 7th St, Portland, ME 04101"
105736,162453,AAA Batteries (4-pack),1,2.99,3/29/2019 4:37,"934 Ridge St, Atlanta, GA 30301"
105737,162454,AAA Batteries (4-pack),1,2.99,3/2/2019 14:10,"309 Sunset St, Atlanta, GA 30301"
105738,162455,34in Ultrawide Monitor,1,379.99,3/14/2019 10:52,"425 Lake St, Seattle, WA 98101"
105739,162456,Wired Headphones,1,11.99,3/19/2019 9:13,"59 Dogwood St, Atlanta, GA 30301"
105740,162457,ThinkPad Laptop,1,999.99,3/4/2019 17:32,"77 Willow St, Boston, MA 02215"
105741,162458,Apple Airpods Headphones,1,150,3/11/2019 16:15,"149 Spruce St, Portland, ME 04101"
105742,162459,AAA Batteries (4-pack),1,2.99,3/9/2019 8:17,"609 Washington St, Austin, TX 73301"
105743,162460,Bose SoundSport Headphones,1,99.99,3/27/2019 8:05,"904 Hickory St, San Francisco, CA 94016"
105744,162461,Wired Headphones,1,11.99,3/12/2019 20:19,"34 North St, Los Angeles, CA 90001"
105745,162462,USB-C Charging Cable,1,11.95,3/18/2019 11:58,"834 14th St, Portland, OR 97035"
105746,162463,iPhone,1,700,3/26/2019 20:40,"883 7th St, Boston, MA 02215"
105747,162463,Lightning Charging Cable,1,14.95,3/26/2019 20:40,"883 7th St, Boston, MA 02215"
105748,162464,iPhone,1,700,3/23/2019 17:03,"45 West St, San Francisco, CA 94016"
105749,162465,Apple Airpods Headphones,1,150,3/8/2019 21:43,"603 Willow St, New York City, NY 10001"
105750,162466,iPhone,1,700,3/30/2019 11:46,"309 Adams St, Los Angeles, CA 90001"
105751,162467,Wired Headphones,1,11.99,3/30/2019 11:02,"122 Johnson St, Seattle, WA 98101"
105752,162468,AA Batteries (4-pack),1,3.84,3/18/2019 11:24,"654 4th St, Los Angeles, CA 90001"
105753,162469,27in FHD Monitor,1,149.99,3/30/2019 23:28,"531 Spruce St, Los Angeles, CA 90001"
105754,162470,USB-C Charging Cable,1,11.95,3/12/2019 16:58,"93 Lake St, Los Angeles, CA 90001"
105755,162471,ThinkPad Laptop,1,999.99,3/4/2019 8:59,"69 Spruce St, Boston, MA 02215"
105756,162472,Vareebadd Phone,1,400,3/5/2019 23:55,"505 Hickory St, Seattle, WA 98101"
105757,162473,Wired Headphones,1,11.99,3/23/2019 12:37,"270 South St, Portland, OR 97035"
105758,162474,AAA Batteries (4-pack),1,2.99,3/21/2019 8:26,"254 Pine St, San Francisco, CA 94016"
105759,162475,Lightning Charging Cable,1,14.95,3/29/2019 15:39,"310 North St, Los Angeles, CA 90001"
105760,162476,Flatscreen TV,1,300,3/27/2019 19:09,"962 Highland St, Atlanta, GA 30301"
105761,162477,USB-C Charging Cable,1,11.95,3/17/2019 15:38,"827 Cherry St, Atlanta, GA 30301"
105762,162478,USB-C Charging Cable,1,11.95,3/28/2019 11:53,"506 Spruce St, New York City, NY 10001"
105763,162479,27in 4K Gaming Monitor,1,389.99,3/15/2019 19:09,"92 Walnut St, Los Angeles, CA 90001"
105764,162480,USB-C Charging Cable,1,11.95,3/23/2019 13:01,"597 12th St, San Francisco, CA 94016"
105765,162481,AAA Batteries (4-pack),3,2.99,3/24/2019 22:00,"556 5th St, Los Angeles, CA 90001"
105766,162482,34in Ultrawide Monitor,1,379.99,3/23/2019 20:42,"722 Church St, Los Angeles, CA 90001"
105767,162483,34in Ultrawide Monitor,1,379.99,3/12/2019 14:26,"893 Dogwood St, San Francisco, CA 94016"
105768,162484,Bose SoundSport Headphones,1,99.99,3/5/2019 8:12,"195 4th St, Portland, ME 04101"
105769,162485,USB-C Charging Cable,1,11.95,3/25/2019 9:20,"682 Cedar St, San Francisco, CA 94016"
105770,162486,iPhone,1,700,3/4/2019 11:46,"594 1st St, San Francisco, CA 94016"
105771,162486,Lightning Charging Cable,1,14.95,3/4/2019 11:46,"594 1st St, San Francisco, CA 94016"
105772,162487,USB-C Charging Cable,3,11.95,3/9/2019 14:42,"631 Church St, Portland, OR 97035"
105773,162488,AA Batteries (4-pack),1,3.84,3/30/2019 9:14,"554 West St, San Francisco, CA 94016"
105774,162489,27in 4K Gaming Monitor,1,389.99,3/30/2019 1:01,"397 Highland St, Seattle, WA 98101"
105775,162490,Google Phone,1,600,3/12/2019 0:56,"27 West St, Atlanta, GA 30301"
105776,162490,USB-C Charging Cable,1,11.95,3/12/2019 0:56,"27 West St, Atlanta, GA 30301"
105777,162491,Bose SoundSport Headphones,1,99.99,3/5/2019 20:00,"881 1st St, San Francisco, CA 94016"
105778,162492,iPhone,1,700,3/20/2019 10:00,"534 10th St, Seattle, WA 98101"
105779,162493,AAA Batteries (4-pack),1,2.99,3/23/2019 21:16,"392 Wilson St, San Francisco, CA 94016"
105780,162494,27in FHD Monitor,1,149.99,3/31/2019 19:57,"896 Spruce St, Los Angeles, CA 90001"
105781,162495,Macbook Pro Laptop,1,1700,3/2/2019 11:38,"292 Cherry St, Los Angeles, CA 90001"
105782,162496,AA Batteries (4-pack),1,3.84,3/27/2019 11:55,"68 West St, Atlanta, GA 30301"
105783,162497,AA Batteries (4-pack),2,3.84,3/22/2019 23:42,"919 Jefferson St, San Francisco, CA 94016"
105784,162498,Wired Headphones,1,11.99,3/13/2019 10:28,"743 5th St, Austin, TX 73301"
105785,162499,AA Batteries (4-pack),3,3.84,3/28/2019 12:20,"623 Chestnut St, New York City, NY 10001"
105786,162500,Wired Headphones,1,11.99,3/27/2019 21:17,"33 Elm St, San Francisco, CA 94016"
105787,162501,Bose SoundSport Headphones,1,99.99,3/31/2019 16:00,"170 6th St, Boston, MA 02215"
105788,162502,Flatscreen TV,1,300,3/15/2019 16:20,"700 South St, Boston, MA 02215"
105789,162503,AAA Batteries (4-pack),2,2.99,3/3/2019 20:31,"615 Cherry St, Dallas, TX 75001"
105790,162504,34in Ultrawide Monitor,1,379.99,3/4/2019 17:42,"146 Willow St, Atlanta, GA 30301"
105791,162505,27in FHD Monitor,1,149.99,3/13/2019 8:31,"827 Hickory St, Boston, MA 02215"
105792,162506,USB-C Charging Cable,1,11.95,3/8/2019 15:50,"718 Adams St, San Francisco, CA 94016"
105793,162507,20in Monitor,1,109.99,3/18/2019 9:00,"358 Hickory St, San Francisco, CA 94016"
105794,162508,iPhone,1,700,3/25/2019 11:21,"894 Johnson St, Seattle, WA 98101"
105795,162508,Lightning Charging Cable,1,14.95,3/25/2019 11:21,"894 Johnson St, Seattle, WA 98101"
105796,162509,AAA Batteries (4-pack),1,2.99,3/9/2019 19:21,"629 Meadow St, Boston, MA 02215"
105797,162510,Macbook Pro Laptop,1,1700,3/13/2019 13:03,"417 10th St, Portland, OR 97035"
105798,162511,Wired Headphones,1,11.99,3/17/2019 23:08,"615 Pine St, Seattle, WA 98101"
105799,162512,USB-C Charging Cable,1,11.95,3/6/2019 20:30,"433 Johnson St, San Francisco, CA 94016"
105800,162513,Bose SoundSport Headphones,1,99.99,3/11/2019 9:20,"849 Ridge St, New York City, NY 10001"
105801,162514,Bose SoundSport Headphones,1,99.99,3/11/2019 12:15,"763 Main St, Seattle, WA 98101"
105802,162515,AA Batteries (4-pack),3,3.84,3/6/2019 18:30,"976 Lake St, New York City, NY 10001"
105803,162516,AA Batteries (4-pack),4,3.84,3/10/2019 11:31,"896 Elm St, Dallas, TX 75001"
105804,162517,Wired Headphones,1,11.99,3/16/2019 15:47,"780 9th St, Los Angeles, CA 90001"
105805,162518,USB-C Charging Cable,1,11.95,3/8/2019 11:24,"281 River St, San Francisco, CA 94016"
105806,162519,Vareebadd Phone,1,400,3/4/2019 6:57,"516 Cherry St, New York City, NY 10001"
105807,162520,AA Batteries (4-pack),1,3.84,3/24/2019 11:16,"308 Johnson St, New York City, NY 10001"
105808,162521,Flatscreen TV,1,300,3/30/2019 8:12,"304 Hickory St, Seattle, WA 98101"
105809,162522,Lightning Charging Cable,1,14.95,3/3/2019 21:18,"618 Dogwood St, Seattle, WA 98101"
105810,162523,Wired Headphones,1,11.99,3/26/2019 15:23,"156 Hickory St, San Francisco, CA 94016"
105811,162524,AA Batteries (4-pack),1,3.84,3/21/2019 13:14,"372 Elm St, San Francisco, CA 94016"
105812,162525,34in Ultrawide Monitor,1,379.99,3/10/2019 19:00,"415 Forest St, San Francisco, CA 94016"
105813,162526,Wired Headphones,2,11.99,3/30/2019 15:12,"744 Wilson St, Atlanta, GA 30301"
105814,162527,ThinkPad Laptop,1,999.99,3/3/2019 14:42,"775 12th St, Dallas, TX 75001"
105815,162528,27in FHD Monitor,1,149.99,3/11/2019 8:15,"776 11th St, San Francisco, CA 94016"
105816,162529,iPhone,1,700,3/15/2019 20:25,"3 Dogwood St, Seattle, WA 98101"
105817,162530,AAA Batteries (4-pack),1,2.99,3/24/2019 12:09,"552 Main St, Boston, MA 02215"
105818,162531,27in 4K Gaming Monitor,1,389.99,3/27/2019 8:12,"383 Pine St, Atlanta, GA 30301"
105819,162532,27in 4K Gaming Monitor,1,389.99,3/25/2019 19:40,"802 Hickory St, Boston, MA 02215"
105820,162533,iPhone,1,700,3/12/2019 19:48,"361 Ridge St, San Francisco, CA 94016"
105821,162534,Bose SoundSport Headphones,1,99.99,3/29/2019 21:06,"392 13th St, Portland, OR 97035"
105822,162535,AAA Batteries (4-pack),1,2.99,3/3/2019 18:44,"749 Madison St, Atlanta, GA 30301"
105823,162536,Wired Headphones,1,11.99,3/27/2019 0:42,"899 13th St, San Francisco, CA 94016"
105824,162537,AA Batteries (4-pack),2,3.84,3/16/2019 20:00,"382 Park St, New York City, NY 10001"
105825,162538,34in Ultrawide Monitor,1,379.99,3/22/2019 19:06,"434 Elm St, Seattle, WA 98101"
105826,162539,AA Batteries (4-pack),1,3.84,3/31/2019 21:31,"279 14th St, San Francisco, CA 94016"
105827,162540,Bose SoundSport Headphones,1,99.99,3/20/2019 23:01,"376 7th St, San Francisco, CA 94016"
105828,162541,AAA Batteries (4-pack),2,2.99,4/1/2019 1:15,"672 2nd St, Atlanta, GA 30301"
105829,162542,USB-C Charging Cable,1,11.95,3/8/2019 17:50,"602 6th St, Seattle, WA 98101"
105830,162543,AA Batteries (4-pack),2,3.84,3/6/2019 13:03,"99 13th St, Atlanta, GA 30301"
105831,162544,Apple Airpods Headphones,2,150,3/10/2019 12:40,"190 Maple St, New York City, NY 10001"
105832,162545,Google Phone,1,600,3/23/2019 17:22,"466 Church St, San Francisco, CA 94016"
105833,162546,Macbook Pro Laptop,1,1700,3/5/2019 0:39,"114 1st St, New York City, NY 10001"
105834,162547,27in 4K Gaming Monitor,1,389.99,3/18/2019 21:55,"156 Forest St, Los Angeles, CA 90001"
105835,162548,ThinkPad Laptop,1,999.99,3/11/2019 11:30,"872 Church St, Austin, TX 73301"
105836,162549,Macbook Pro Laptop,1,1700,3/26/2019 8:09,"303 6th St, Portland, OR 97035"
105837,162550,Wired Headphones,1,11.99,3/3/2019 20:11,"464 Meadow St, Portland, OR 97035"
105838,162551,iPhone,1,700,3/27/2019 10:48,"510 Madison St, Boston, MA 02215"
105839,162552,USB-C Charging Cable,1,11.95,3/10/2019 17:05,"775 1st St, New York City, NY 10001"
105840,162553,Bose SoundSport Headphones,1,99.99,3/8/2019 12:01,"949 River St, Seattle, WA 98101"
105841,162554,iPhone,1,700,3/29/2019 15:30,"567 7th St, Seattle, WA 98101"
105842,162554,Wired Headphones,1,11.99,3/29/2019 15:30,"567 7th St, Seattle, WA 98101"
105843,162555,Lightning Charging Cable,1,14.95,3/30/2019 11:59,"212 Dogwood St, Seattle, WA 98101"
105844,162556,Flatscreen TV,1,300,3/31/2019 19:47,"72 2nd St, San Francisco, CA 94016"
105845,162557,iPhone,1,700,3/22/2019 12:50,"813 1st St, Atlanta, GA 30301"
105846,162557,Lightning Charging Cable,2,14.95,3/22/2019 12:50,"813 1st St, Atlanta, GA 30301"
105847,162558,Lightning Charging Cable,1,14.95,3/3/2019 18:36,"171 Washington St, Los Angeles, CA 90001"
105848,162559,Wired Headphones,1,11.99,3/21/2019 9:24,"929 Park St, Boston, MA 02215"
105849,162560,AA Batteries (4-pack),1,3.84,3/10/2019 23:56,"618 Washington St, San Francisco, CA 94016"
105850,162561,Wired Headphones,1,11.99,3/12/2019 7:58,"499 4th St, Austin, TX 73301"
105851,162562,AA Batteries (4-pack),1,3.84,3/29/2019 21:16,"96 Park St, Austin, TX 73301"
105852,162563,27in FHD Monitor,1,149.99,3/12/2019 15:51,"769 1st St, Seattle, WA 98101"
105853,162564,Apple Airpods Headphones,1,150,3/19/2019 14:55,"1 12th St, Los Angeles, CA 90001"
105854,162565,USB-C Charging Cable,1,11.95,3/29/2019 0:25,"961 10th St, Dallas, TX 75001"
105855,162566,Macbook Pro Laptop,1,1700,3/8/2019 22:13,"681 Ridge St, Boston, MA 02215"
105856,162567,AA Batteries (4-pack),1,3.84,3/8/2019 11:41,"196 10th St, San Francisco, CA 94016"
105857,162568,USB-C Charging Cable,2,11.95,3/2/2019 20:41,"628 Walnut St, San Francisco, CA 94016"
105858,162569,34in Ultrawide Monitor,1,379.99,3/27/2019 12:16,"196 Church St, New York City, NY 10001"
105859,162570,Lightning Charging Cable,2,14.95,3/17/2019 23:22,"55 Adams St, Austin, TX 73301"
105860,162571,AA Batteries (4-pack),1,3.84,3/29/2019 21:01,"422 Maple St, Los Angeles, CA 90001"
105861,162572,Lightning Charging Cable,1,14.95,3/10/2019 14:41,"732 Highland St, Boston, MA 02215"
105862,162573,Google Phone,1,600,3/2/2019 11:34,"673 2nd St, Portland, OR 97035"
105863,162574,AAA Batteries (4-pack),3,2.99,3/8/2019 12:14,"194 Jackson St, San Francisco, CA 94016"
105864,162575,iPhone,1,700,3/25/2019 12:56,"590 Park St, Los Angeles, CA 90001"
105865,162576,Bose SoundSport Headphones,2,99.99,3/21/2019 23:07,"634 Cedar St, Boston, MA 02215"
105866,162577,AAA Batteries (4-pack),1,2.99,3/19/2019 19:54,"547 Ridge St, Atlanta, GA 30301"
105867,162578,Bose SoundSport Headphones,1,99.99,3/20/2019 13:58,"56 Adams St, Atlanta, GA 30301"
105868,162579,AA Batteries (4-pack),2,3.84,3/13/2019 12:20,"40 13th St, San Francisco, CA 94016"
105869,162580,AAA Batteries (4-pack),1,2.99,3/11/2019 18:00,"680 Jefferson St, Portland, OR 97035"
105870,162581,Flatscreen TV,1,300,3/5/2019 15:07,"903 8th St, Dallas, TX 75001"
105871,162582,Flatscreen TV,1,300,3/16/2019 11:45,"97 9th St, New York City, NY 10001"
105872,162583,Apple Airpods Headphones,1,150,3/20/2019 21:52,"36 Main St, Seattle, WA 98101"
105873,162584,34in Ultrawide Monitor,1,379.99,3/25/2019 23:04,"459 Hill St, New York City, NY 10001"
105874,162585,27in 4K Gaming Monitor,1,389.99,3/3/2019 8:39,"182 Chestnut St, San Francisco, CA 94016"
105875,162586,USB-C Charging Cable,1,11.95,3/20/2019 8:50,"499 Cherry St, Austin, TX 73301"
105876,162587,LG Washing Machine,1,600,3/20/2019 12:58,"66 Lakeview St, San Francisco, CA 94016"
105877,162588,AAA Batteries (4-pack),1,2.99,3/29/2019 9:03,"568 Meadow St, Austin, TX 73301"
105878,162589,AA Batteries (4-pack),2,3.84,3/23/2019 0:37,"13 5th St, Boston, MA 02215"
105879,162590,27in FHD Monitor,1,149.99,3/15/2019 16:50,"611 Washington St, Boston, MA 02215"
105880,162591,USB-C Charging Cable,1,11.95,3/30/2019 19:10,"884 Pine St, Portland, ME 04101"
105881,162592,Bose SoundSport Headphones,1,99.99,3/5/2019 15:10,"595 Jefferson St, San Francisco, CA 94016"
105882,162593,Bose SoundSport Headphones,1,99.99,3/24/2019 15:06,"247 Jefferson St, San Francisco, CA 94016"
105883,162594,Lightning Charging Cable,2,14.95,3/3/2019 10:49,"504 13th St, Seattle, WA 98101"
105884,162595,AAA Batteries (4-pack),1,2.99,3/10/2019 10:07,"916 13th St, New York City, NY 10001"
105885,162596,Wired Headphones,1,11.99,3/27/2019 12:30,"698 Johnson St, Atlanta, GA 30301"
105886,162597,34in Ultrawide Monitor,1,379.99,3/14/2019 9:15,"901 Ridge St, Portland, OR 97035"
105887,162598,USB-C Charging Cable,1,11.95,3/31/2019 18:07,"353 11th St, Atlanta, GA 30301"
105888,162599,Apple Airpods Headphones,1,150,3/9/2019 19:22,"380 Maple St, San Francisco, CA 94016"
105889,162600,34in Ultrawide Monitor,1,379.99,3/18/2019 10:48,"198 Jefferson St, Dallas, TX 75001"
105890,162601,Bose SoundSport Headphones,1,99.99,3/13/2019 19:00,"465 Highland St, Boston, MA 02215"
105891,162602,Lightning Charging Cable,1,14.95,3/19/2019 13:29,"359 Lincoln St, Seattle, WA 98101"
105892,162603,20in Monitor,1,109.99,3/30/2019 13:34,"794 North St, Austin, TX 73301"
105893,162604,Wired Headphones,1,11.99,3/3/2019 13:56,"933 Willow St, New York City, NY 10001"
105894,162605,Vareebadd Phone,1,400,3/16/2019 16:43,"807 Wilson St, San Francisco, CA 94016"
105895,162606,AA Batteries (4-pack),2,3.84,3/21/2019 18:06,"446 Adams St, New York City, NY 10001"
105896,162607,Apple Airpods Headphones,1,150,3/31/2019 10:18,"485 Center St, Los Angeles, CA 90001"
105897,162608,Google Phone,1,600,3/13/2019 9:05,"925 Lake St, Boston, MA 02215"
105898,162609,Bose SoundSport Headphones,1,99.99,3/17/2019 12:32,"823 Wilson St, Atlanta, GA 30301"
105899,162610,USB-C Charging Cable,1,11.95,3/2/2019 15:59,"90 Hill St, San Francisco, CA 94016"
105900,162611,AA Batteries (4-pack),1,3.84,3/5/2019 10:21,"97 Meadow St, Los Angeles, CA 90001"
105901,162612,Wired Headphones,1,11.99,3/11/2019 11:18,"357 Hickory St, Austin, TX 73301"
105902,162612,USB-C Charging Cable,1,11.95,3/11/2019 11:18,"357 Hickory St, Austin, TX 73301"
105903,162613,Bose SoundSport Headphones,1,99.99,3/12/2019 15:21,"53 6th St, Los Angeles, CA 90001"
105904,162614,Lightning Charging Cable,1,14.95,3/17/2019 13:22,"804 6th St, Los Angeles, CA 90001"
105905,162615,AA Batteries (4-pack),1,3.84,3/22/2019 12:43,"322 11th St, Seattle, WA 98101"
105906,162616,Vareebadd Phone,1,400,3/31/2019 13:00,"287 Adams St, Dallas, TX 75001"
105907,162617,AAA Batteries (4-pack),2,2.99,3/19/2019 8:12,"809 Forest St, San Francisco, CA 94016"
105908,162618,Lightning Charging Cable,1,14.95,3/9/2019 12:08,"266 Church St, San Francisco, CA 94016"
105909,162619,27in FHD Monitor,1,149.99,3/30/2019 18:41,"349 Wilson St, Los Angeles, CA 90001"
105910,162620,27in FHD Monitor,1,149.99,3/2/2019 2:11,"60 Maple St, Boston, MA 02215"
105911,162621,USB-C Charging Cable,1,11.95,3/7/2019 9:44,"282 13th St, Austin, TX 73301"
105912,162622,Lightning Charging Cable,1,14.95,3/17/2019 14:31,"815 Cherry St, Boston, MA 02215"
105913,162623,AAA Batteries (4-pack),1,2.99,3/25/2019 17:34,"821 Dogwood St, San Francisco, CA 94016"
105914,162623,AA Batteries (4-pack),1,3.84,3/25/2019 17:34,"821 Dogwood St, San Francisco, CA 94016"
105915,162624,USB-C Charging Cable,1,11.95,3/1/2019 11:42,"878 Highland St, San Francisco, CA 94016"
105916,162625,Lightning Charging Cable,1,14.95,3/9/2019 20:49,"524 Ridge St, New York City, NY 10001"
105917,162626,27in FHD Monitor,1,149.99,3/9/2019 23:47,"113 Cherry St, San Francisco, CA 94016"
105918,162627,Apple Airpods Headphones,1,150,3/24/2019 11:42,"461 11th St, Los Angeles, CA 90001"
105919,162628,USB-C Charging Cable,1,11.95,3/26/2019 14:56,"867 Lake St, Seattle, WA 98101"
105920,162629,27in 4K Gaming Monitor,1,389.99,3/27/2019 9:58,"427 Elm St, San Francisco, CA 94016"
105921,162630,34in Ultrawide Monitor,1,379.99,3/9/2019 0:36,"418 7th St, Boston, MA 02215"
105922,162631,Bose SoundSport Headphones,1,99.99,3/19/2019 22:27,"395 Willow St, San Francisco, CA 94016"
105923,162632,AAA Batteries (4-pack),1,2.99,3/18/2019 12:10,"992 Highland St, New York City, NY 10001"
105924,162633,27in FHD Monitor,1,149.99,3/29/2019 14:42,"498 Jefferson St, Austin, TX 73301"
105925,162634,Apple Airpods Headphones,1,150,3/13/2019 16:42,"477 14th St, Portland, OR 97035"
105926,162635,27in FHD Monitor,1,149.99,3/8/2019 13:24,"99 14th St, Austin, TX 73301"
105927,162636,USB-C Charging Cable,1,11.95,3/5/2019 22:49,"510 Chestnut St, Dallas, TX 75001"
105928,162637,Apple Airpods Headphones,1,150,3/10/2019 7:17,"969 11th St, Los Angeles, CA 90001"
105929,162638,Apple Airpods Headphones,1,150,3/19/2019 14:06,"556 7th St, Seattle, WA 98101"
105930,162639,27in 4K Gaming Monitor,1,389.99,3/7/2019 23:44,"925 Willow St, Dallas, TX 75001"
105931,162640,27in FHD Monitor,1,149.99,3/20/2019 21:29,"383 Adams St, Los Angeles, CA 90001"
105932,162641,Apple Airpods Headphones,1,150,3/10/2019 11:50,"155 Wilson St, Los Angeles, CA 90001"
105933,162642,AAA Batteries (4-pack),4,2.99,3/17/2019 18:44,"962 Maple St, San Francisco, CA 94016"
105934,162643,AAA Batteries (4-pack),1,2.99,3/9/2019 14:56,"467 Center St, Atlanta, GA 30301"
105935,162644,AAA Batteries (4-pack),1,2.99,3/20/2019 2:15,"564 Johnson St, Los Angeles, CA 90001"
105936,162645,iPhone,1,700,3/25/2019 21:26,"362 Park St, San Francisco, CA 94016"
105937,162646,Apple Airpods Headphones,1,150,3/8/2019 18:11,"174 Madison St, Dallas, TX 75001"
105938,162647,AAA Batteries (4-pack),1,2.99,3/24/2019 13:47,"206 Adams St, Atlanta, GA 30301"
105939,162648,AAA Batteries (4-pack),2,2.99,3/26/2019 9:29,"576 Meadow St, San Francisco, CA 94016"
105940,162649,AAA Batteries (4-pack),1,2.99,3/8/2019 19:04,"158 Lake St, Seattle, WA 98101"
105941,162650,USB-C Charging Cable,1,11.95,3/11/2019 20:05,"187 Madison St, New York City, NY 10001"
105942,162651,USB-C Charging Cable,1,11.95,3/4/2019 19:06,"251 Ridge St, Seattle, WA 98101"
105943,162652,Macbook Pro Laptop,1,1700,3/21/2019 20:49,"165 Church St, Boston, MA 02215"
105944,162653,AAA Batteries (4-pack),2,2.99,3/13/2019 14:51,"907 Cedar St, San Francisco, CA 94016"
105945,162654,Lightning Charging Cable,1,14.95,3/2/2019 13:40,"724 Spruce St, San Francisco, CA 94016"
105946,162655,Wired Headphones,1,11.99,3/5/2019 15:54,"364 1st St, Boston, MA 02215"
105947,162656,Apple Airpods Headphones,2,150,3/12/2019 12:30,"426 Maple St, Los Angeles, CA 90001"
